300/5/5/0/6/4/0/5/5/0/5/5/0/2/6/2/2/5/3/2/6/2/2/5/3
301/5/5/0/4/6/0/5/5/0/5/5/0/3/5/2/2/6/2/3/5/2/2/6/2
302/6/4/0/6/4/0/5/5/0/5/5/0/3/5/2/3/5/2/3/5/2/3/5/2
303/5/5/0/4/6/0/5/5/0/5/5/0/2/6/2/2/6/2/2/6/2/2/6/2
304/4/6/0/4/6/0/5/5/0/5/5/0/2/6/2/2/6/2/2/6/2/2/6/2
305/3/7/0/4/6/0/5/5/0/5/5/0/2/6/2/2/6/2/2/6/2/2/6/2
306/3/7/0/3/7/0/5/5/0/5/5/0/2/5/3/2/6/2/2/5/3/2/6/2
307/3/7/0/4/6/0/5/5/0/5/5/0/2/6/2/2/6/2/2/6/2/2/6/2
308/5/5/0/2/8/0/5/5/0/5/5/0/2/5/3/2/6/2/2/5/3/2/6/2
309/4/6/0/2/8/0/5/5/0/5/5/0/2/5/3/2/5/3/2/5/3/2/5/3
310/4/6/0/4/6/0/5/5/0/5/5/0/2/5/3/2/5/3/2/5/3/2/5/3
311/4/6/0/4/6/0/5/5/0/5/5/0/2/4/4/2/5/3/2/4/4/2/5/3
312/3/7/0/3/7/0/5/5/0/5/5/0/3/3/4/3/3/4/3/3/4/3/3/4
313/4/6/0/4/6/0/5/5/0/5/5/0/3/2/5/3/3/4/3/2/5/3/3/4
314/6/4/0/5/5/0/5/5/0/5/5/0/3/2/5/3/2/5/3/2/5/3/2/5
315/5/5/0/4/6/0/5/5/0/5/5/0/3/2/5/3/2/5/3/2/5/3/2/5
316/4/6/0/4/6/0/5/5/0/5/5/0/4/1/5/3/2/5/4/1/5/3/2/5
317/4/6/0/4/6/0/5/5/0/5/5/0/5/0/5/4/1/5/5/0/5/4/1/5
318/3/7/0/6/4/0/5/5/0/5/5/0/5/0/5/5/0/5/5/0/5/5/0/5
319/8/2/0/5/5/0/5/5/0/5/5/0/5/0/5/5/0/5/5/0/5/5/0/5
320/3/7/0/3/7/0/5/5/0/5/5/0/5/0/5/5/0/5/5/0/5/5/0/5
321/6/4/0/4/6/0/5/5/0/5/5/0/4/1/5/4/1/5/4/1/5/4/1/5
322/6/4/0/4/6/0/5/5/0/5/5/0/4/1/5/4/1/5/4/1/5/4/1/5
